appid,nombre,genero_steamspy,tags,owners_estimado,promedio_horas,precio,hltb_name,main_story,main_extra,completionist
2463420,Etrom 20th Anniversary Edition,RPG,[],"20,000 .. 50,000",0,149,,,,
615680,Vagrant Hearts Zero,RPG,[],"20,000 .. 50,000",0,999,Vagrant Hearts Zero,0.0,0.0,0.0
1585400,Gjallarhorn,RPG,[],"20,000 .. 50,000",0,1999,,,,
884350,The Unfolding Engine: Paint a Game,RPG,[],"20,000 .. 50,000",0,0,,,,
2532770,Dragonero,RPG,[],"20,000 .. 50,000",0,999,Dragonero,0.0,0.0,0.0
815290,Guards of the Gate,RPG,[],"20,000 .. 50,000",0,999,Guards of the Gate,0.0,0.0,0.0
1472060,Apollyon: River of Life,RPG,[],"20,000 .. 50,000",0,1499,,,,
969690,Brave Hero Yuusha EX,RPG,[],"20,000 .. 50,000",0,0,Brave Hero Yuusha EX,6.79,7.0,10.3
1273580,TEMPER MY BLADE,RPG,[],"20,000 .. 50,000",0,0,,,,
832140,Infernal Radiation,RPG,[],"20,000 .. 50,000",0,899,Infernal Radiation,0.0,0.0,0.0
1172950,Yandere Escape,RPG,[],"20,000 .. 50,000",0,0,,,,
2014370,魔塔三国之群雄争霸,RPG,[],"20,000 .. 50,000",0,99,,,,
658830,Artificer: Science of Magic,RPG,[],"20,000 .. 50,000",0,999,Artificer: Science of Magic,17.78,0.0,0.0
618710,Elminage ORIGINAL - Priestess of Darkness and The Ring of the Gods,RPG,[],"20,000 .. 50,000",0,999,Elminage: Yami no Miko to Kamigami no Yubiwa,43.23,52.9,0.0
1023140,Artificiality-人造物-,RPG,[],"20,000 .. 50,000",0,399,,,,
466920,Mugen Souls Z,RPG,[],"20,000 .. 50,000",0,1999,Mugen Souls Z,16.7,22.95,208.32
1414000,Obscurite Magie: The City of Sin,RPG,[],"20,000 .. 50,000",0,1099,Obscurite Magie: The City of Sin,4.0,0.0,0.0
1476680,Runika: A World of Little Legends,RPG,[],"20,000 .. 50,000",0,1299,,,,
1078380,Zefira,RPG,[],"20,000 .. 50,000",0,587,Zefira,0.0,3.1,0.0
1342120,Castaway of the Ardusta Sea,RPG,[],"20,000 .. 50,000",0,749,Castaway of the Ardusta Sea,0.0,0.0,0.0
526430,"Project ""Fire""",RPG,[],"20,000 .. 50,000",0,0,,,,
2123100,Kitty May Cry,RPG,[],"20,000 .. 50,000",0,899,Kitty May Cry,0.0,2.5,6.0
1410980,Serafina and the Key to the Egg,RPG,[],"20,000 .. 50,000",0,1189,Serafina and the Key to the Egg,0.0,0.0,0.0
1551540,Tower of Ardia,RPG,[],"20,000 .. 50,000",0,1499,Tower of Ardia,0.0,3.0,0.0
1392650,BLASTRONAUT,RPG,[],"20,000 .. 50,000",0,1899,,,,
738000,Achievement Lurker: Respectable Accomplishment,RPG,[],"20,000 .. 50,000",0,199,Achievement Lurker: Respectable Accomplishment,0.0,0.0,2.29
1821680,The Adventurer's Domain Online,RPG,[],"20,000 .. 50,000",0,1599,,,,
895480,Fates of Ort,RPG,[],"20,000 .. 50,000",0,749,Fates of Ort,0.0,18.75,0.0
856210,bit Dungeon III,RPG,[],"20,000 .. 50,000",0,999,bit Dungeon III,4.45,0.0,0.0
2018130,Desktopia: A Desktop Village Simulator,RPG,[],"20,000 .. 50,000",0,999,Desktopia: A Desktop Village Simulator,0.0,0.0,19.45
1300700,Kingdom Wars 4,RPG,[],"20,000 .. 50,000",0,494,Kingdom Wars 4,0.0,0.0,0.0
2143050,Red Line,RPG,[],"20,000 .. 50,000",0,999,Red Line,4.5,0.0,0.0
1969060,Path of the Midnight Sun,RPG,[],"20,000 .. 50,000",0,1999,Path of the Midnight Sun,25.17,26.33,28.44
1782670,Tru Or Die,RPG,[],"20,000 .. 50,000",0,999,Bridge Constructor: Medieval,2.9,3.8,4.78
1347600,Dad's Monster House,RPG,[],"20,000 .. 50,000",0,299,Dad's Monster House,0.0,2.82,3.5
2022850,Garlant: My Story,RPG,[],"20,000 .. 50,000",0,1099,Garlant: My Story,0.0,0.0,0.0
928990,Undungeon,RPG,[],"20,000 .. 50,000",0,1999,UnDungeon,4.25,11.67,0.0
489370,Quarantine,RPG,[],"20,000 .. 50,000",0,999,Quarantine,0.67,0.0,0.0
1031110,Unroaded,RPG,[],"20,000 .. 50,000",0,0,Unroaded,0.58,0.59,0.87
1210800,Rum & Gun,RPG,[],"20,000 .. 50,000",0,499,Rum & Gun,0.0,12.43,0.0
2564880,Departed Away,RPG,[],"20,000 .. 50,000",0,499,Departed Away,2.14,2.77,4.52
2484160,It was a human.,RPG,[],"20,000 .. 50,000",0,499,It was a human.,0.0,0.0,0.0
461700,Seduce Me 2: The Demon War,RPG,[],"20,000 .. 50,000",0,499,Seduce Me 2: The Demon War,2.59,5.39,12.06
938860,"Get In The Car, Loser!",RPG,[],"20,000 .. 50,000",0,2499,"Get In The Car, Loser!",10.09,12.2,15.24
223410,Perpetuum,RPG,[],"20,000 .. 50,000",0,0,Perpetuum,0.0,0.0,0.0
427490,Shadowhand: RPG Card Game,RPG,[],"20,000 .. 50,000",0,1699,,,,
1960270,Lootun,RPG,[],"20,000 .. 50,000",0,549,Lootun,6.2,0.0,60.17
628770,Tangledeep,RPG,[],"20,000 .. 50,000",0,1499,Tangledeep,18.43,22.33,0.0
351100,Niffelheim,RPG,[],"20,000 .. 50,000",0,1999,Niffelheim,12.26,19.11,31.13
3621190,Spellbound: Malachite Coven,RPG,[],"20,000 .. 50,000",0,499,,,,
2541780,Trident's Tale,RPG,[],"20,000 .. 50,000",0,399,Trident's Tale,0.0,0.0,0.0
1182420,VED,RPG,[],"20,000 .. 50,000",0,1999,,,,
3432500,Sin and Love,RPG,[],"20,000 .. 50,000",0,1499,,,,
3345960,贝如塔医院 Beta Hospital,RPG,[],"20,000 .. 50,000",0,278,,,,
445550,Watson's Watch,RPG,[],"20,000 .. 50,000",0,799,Watson's Watch,0.0,0.0,0.0
2132460,Mr. Healer,RPG,[],"20,000 .. 50,000",0,499,,,,
1342220,Jurassic Fantasy,RPG,[],"20,000 .. 50,000",0,49,,,,
2597480,Bardic: Quest for Love,RPG,[],"20,000 .. 50,000",0,1499,Bardic: Quest for Love,0.0,0.0,0.0
2363700,Eukarion Tales 2,RPG,[],"20,000 .. 50,000",0,299,Eukarion Tales 2,2.77,0.0,0.0
2074940,Phantom Alchemy ~Silvia's Dynamic Urban Planning~,RPG,[],"20,000 .. 50,000",0,1199,,,,
1018610,Dawn Break -Origin-,RPG,[],"20,000 .. 50,000",0,299,,,,
651280,TinkerQuarry,RPG,[],"20,000 .. 50,000",0,499,TinkerQuarry,0.0,0.0,0.0
632020,Necromancer Returns,RPG,[],"20,000 .. 50,000",0,499,Necromancer Returns,10.22,0.0,11.37
1319850,ValiDate: Struggling Singles in your Area,RPG,[],"20,000 .. 50,000",0,1499,ValiDate: Struggling Singles In Your Area,0.0,0.0,9.28
1849310,天天地下城,RPG,[],"20,000 .. 50,000",0,499,,,,
2467190,三國立志傳3,RPG,[],"20,000 .. 50,000",0,799,,,,
1461200,Duck Life 4,RPG,[],"20,000 .. 50,000",0,499,Duck Life 4,2.56,2.83,4.0
777200,KOEWOTAYORINI SP / 声之寄托SP,RPG,[],"20,000 .. 50,000",0,199,,,,
959880,Dungeon Town,RPG,[],"20,000 .. 50,000",0,1999,Dungeon Town,20.89,56.36,0.0
3461220,MonsterEnd,RPG,[],"20,000 .. 50,000",0,499,,,,
2067270,Herogue,RPG,[],"20,000 .. 50,000",0,1499,,,,
3070620,Ninja Ordinance,RPG,[],"20,000 .. 50,000",0,1399,,,,
3491230,Monster Girls and the Mysterious Adventure Remastered Edition,RPG,[],"20,000 .. 50,000",0,999,,,,
2941170,Vague Lizards,RPG,[],"20,000 .. 50,000",0,169,,,,
1376110,Liberty Belle,RPG,[],"20,000 .. 50,000",0,299,Liberty Belle,0.0,0.0,0.0
435600,"My Tower, My Home",RPG,[],"20,000 .. 50,000",0,0,"My Tower, My Home",0.0,0.0,0.0
589060,"Trapper Knight, Sharpshooter Princess",RPG,[],"20,000 .. 50,000",0,1499,"Trapper Knight, Sharpshooter Princess",0.0,14.67,0.0
980640,Empire of Ember,RPG,[],"20,000 .. 50,000",0,2499,Empire of Ember,0.0,0.0,0.0
1737070,风起长安：驭骨人,RPG,[],"20,000 .. 50,000",0,1399,,,,
2868820,Elite Hacker: Retro Hacking Evolution: Grand Theft Transsexual Uplink Matrix Terminator SEO Words,RPG,[],"20,000 .. 50,000",0,99,,,,
2844850,FANTASIAN Neo Dimension,RPG,[],"20,000 .. 50,000",0,4999,Fantasian,24.45,64.18,79.76
1363020,100-Level Dungeon,RPG,[],"20,000 .. 50,000",0,199,100-Level Dungeon,0.0,0.0,0.0
948470,Deadsiege,RPG,[],"20,000 .. 50,000",0,99,,,,
1204280,Renegade Grounds: Episode 2,RPG,[],"20,000 .. 50,000",0,399,,,,
2220590,华夏五千年,RPG,[],"20,000 .. 50,000",0,399,,,,
1915800,Sahara's Underworld,RPG,[],"20,000 .. 50,000",0,195,,,,
1122090,DanceGirl-Swimwear,RPG,[],"20,000 .. 50,000",0,199,,,,
1090580,Gamehunt,RPG,[],"20,000 .. 50,000",0,99,GameHunt,0.33,0.0,0.0
1171870,魂之大陆 Soultia,RPG,[],"20,000 .. 50,000",0,599,,,,
351900,Pregnancy,RPG,[],"20,000 .. 50,000",0,0,Pregnancy,0.45,0.0,0.0
455000,The Lost,RPG,[],"20,000 .. 50,000",0,0,The Lost,0.0,0.0,0.0
2258960,Adventure with the Goddess,RPG,[],"20,000 .. 50,000",0,1099,,,,
1633140,Crystal Plague,RPG,[],"20,000 .. 50,000",0,999,,,,
820310,Truth Of Falchion,RPG,[],"20,000 .. 50,000",0,99,Truth Of Falchion,0.0,0.0,0.0
909020,梦本无忧,RPG,[],"20,000 .. 50,000",0,299,,,,
2660950,Rainbow Yggdrasil,RPG,[],"20,000 .. 50,000",0,1199,,,,
1674490,Only Me,RPG,[],"20,000 .. 50,000",0,899,2064: Read Only Memories,9.1,11.62,18.99
1714860,邪神大陆(Evil God Land),RPG,[],"20,000 .. 50,000",0,699,,,,
2264050,海伦的神迹,RPG,[],"20,000 .. 50,000",0,999,,,,
1577940,Redaxium,RPG,[],"20,000 .. 50,000",0,99,,,,
1955990,RogueStone,RPG,[],"20,000 .. 50,000",0,0,RogueStone,0.0,0.0,0.0
1544530,Starlight Alliance,RPG,[],"20,000 .. 50,000",0,499,,,,
1989610,Knights of Fate,RPG,[],"20,000 .. 50,000",0,999,Knights of Fate,0.0,0.0,0.0
1105740,Wheel of Fate,RPG,[],"20,000 .. 50,000",0,99,,,,
2069500,FallingStarTown: The Ghost From Past,RPG,[],"20,000 .. 50,000",0,199,,,,
3147510,Survivor Girls of Monster Dungeon,RPG,[],"20,000 .. 50,000",0,999,Survivor Girls of Monster Dungeon,0.0,11.0,0.0
2897730,Mycelium,RPG,[],"20,000 .. 50,000",0,599,,,,
1924940,Hexrogue,RPG,[],"20,000 .. 50,000",0,899,Hexrogue,0.0,0.0,0.0
3125760,Ruins of Dawnseeker,RPG,[],"20,000 .. 50,000",0,499,,,,
3018140,Dragon's Chronicles,RPG,[],"20,000 .. 50,000",0,0,,,,
1689080,Mercury Abbey,RPG,[],"20,000 .. 50,000",0,1799,Mercury Abbey,10.57,12.5,14.54
1017820,Cybershift,RPG,[],"20,000 .. 50,000",0,599,,,,
658510,Dark Eden Origin,RPG,[],"20,000 .. 50,000",0,0,Dark Eden Origin,0.0,0.0,0.0
991790,Magnesia,RPG,[],"20,000 .. 50,000",0,0,,,,
763750,Minaurs,RPG,[],"20,000 .. 50,000",0,199,Minaurs,0.0,0.0,0.0
344820,Forsaken Fortress Strategy,RPG,[],"20,000 .. 50,000",0,999,Forsaken Fortress Strategy,0.0,0.0,0.0
1165180,Knight Eternal,RPG,[],"20,000 .. 50,000",0,0,Knight Eternal,12.0,0.0,12.63
949880,Ninja Code,RPG,[],"20,000 .. 50,000",0,399,,,,
523190,Weapons of Mythology - New Age -,RPG,[],"20,000 .. 50,000",0,0,Weapons of Mythology: New Age,0.0,0.0,0.0
508540,Haeven,RPG,[],"20,000 .. 50,000",0,0,Haeven,0.0,0.0,0.0
870990,!LABrpgUP!,RPG,[],"20,000 .. 50,000",0,99,,,,
1979590,Lunaela,RPG,[],"20,000 .. 50,000",0,999,,,,
664530,Legends of Iskaria: Days of Thieves,RPG,[],"20,000 .. 50,000",0,199,,,,
331400,Luna: Shattered Hearts: Episode 1,RPG,[],"20,000 .. 50,000",0,299,,,,
766630,Dust and Salt,RPG,[],"20,000 .. 50,000",0,799,Dust and Salt,2.53,8.25,0.0
1705220,烈山海贰,RPG,[],"20,000 .. 50,000",0,199,,,,
1049420,Hotel Tutwin,RPG,[],"20,000 .. 50,000",0,0,Hotel Tutwin,0.0,0.0,3.0
879060,BORIS the Mutant Bear with a Gun,RPG,[],"20,000 .. 50,000",0,71,BORIS the Mutant Bear with a Gun,0.8,1.1,2.0
1377370,Fantasy Gladiators,RPG,[],"20,000 .. 50,000",0,0,,,,
1369740,Dragon Lapis,RPG,[],"20,000 .. 50,000",0,1499,Dragon Lapis,0.0,17.6,18.0
1702350,Mind Space,RPG,[],"0 .. 20,000",0,1499,,,,
2657840,Project Coreward,RPG,[],"0 .. 20,000",0,599,,,,
513060,Wills and Wonders,RPG,[],"0 .. 20,000",0,999,,,,
1171950,Dragon Little Fighters 2,RPG,[],"0 .. 20,000",0,199,,,,
1165540,MAD Maze,RPG,[],"0 .. 20,000",0,199,,,,
2351360,Forgotten Memories,RPG,[],"0 .. 20,000",0,499,Forgotten Memories: Alternate Realities,2.91,3.08,0.0
1194890,Star of Lemutia : Reborn,RPG,[],"0 .. 20,000",0,499,,,,
994250,肥肥大作战 fat battle,RPG,[],"0 .. 20,000",0,199,,,,
1365920,神王之王者之心,RPG,[],"0 .. 20,000",0,0,,,,
1005480,ELISEISK 2074,RPG,[],"0 .. 20,000",0,299,,,,
1855380,Spirits of Light,RPG,[],"0 .. 20,000",0,599,,,,
2573260,古代风流传,RPG,[],"0 .. 20,000",0,145,,,,
2073820,Steel Torrent,RPG,[],"0 .. 20,000",0,99,,,,
2489930,探花行,RPG,[],"0 .. 20,000",0,199,,,,
1523630,World of Fantasy: Zero,RPG,[],"0 .. 20,000",0,99,,,,
571550,Hawks Tactical,RPG,[],"0 .. 20,000",0,399,,,,
1584900,Faerie's Bargain: The Price of Business,RPG,[],"0 .. 20,000",0,699,,,,
2978220,OneKind,RPG,[],"0 .. 20,000",0,0,,,,
2148830,决战紫禁怀旧服,RPG,[],"0 .. 20,000",0,0,,,,
646820,Might & Mayhem,RPG,[],"0 .. 20,000",0,0,Might & Mayhem,0.0,0.0,0.0
1287140,Sonia and the Hypnotic City,RPG,[],"0 .. 20,000",0,749,Sonia and the Hypnotic City,0.0,0.0,0.0
1654440,Rise of Humanity: Prologue,RPG,[],"0 .. 20,000",0,0,Rise of Humanity: Prologue,0.0,0.0,0.0
1867810,Mercenaries Rebirth: Call of the Wild Lynx,RPG,[],"0 .. 20,000",0,1999,Mercenaries Rebirth: Call of the Wild Lynx,25.35,26.92,56.23
378480,Badland Bandits,RPG,[],"0 .. 20,000",0,0,Badland Bandits,0.0,0.0,0.0
1138970,Dandy Dungeon - Legend of Brave Yamada -,RPG,[],"0 .. 20,000",0,1899,Dandy Dungeon - Legend of Brave Yamada -,0.0,0.0,0.0
1203140,RaidTitans,RPG,[],"0 .. 20,000",0,899,,,,
1728520,Xuan-Yuan Sword V,RPG,[],"0 .. 20,000",0,999,Xuan-Yuan Sword VII,12.89,18.88,21.73
1351500,SimPocalypse,RPG,[],"0 .. 20,000",0,999,Simpocalypse,0.0,43.0,0.0
640210,Just One Line,RPG,[],"0 .. 20,000",0,0,Just One Line,0.0,8.17,0.0
2751610,闲侠江湖,RPG,[],"0 .. 20,000",0,899,,,,
1549240,扫雷冒险谭2 ~露露姆的冒险~,RPG,[],"0 .. 20,000",0,999,,,,
2903460,Project Of Cooling The Earth,RPG,[],"0 .. 20,000",0,499,,,,
783180,Fairune Collection,RPG,[],"0 .. 20,000",0,999,Fairune Collection,7.26,9.26,13.18
796510,Monkey Slap,RPG,[],"0 .. 20,000",0,199,Monkey Slap,0.0,0.0,0.74
667810,Next Up Hero,RPG,[],"0 .. 20,000",0,1999,Next Up Hero,15.0,0.0,0.0
2114350,Is It Wrong to Repay the Debt in a Dungeon?,RPG,[],"0 .. 20,000",0,1799,Is It Wrong to Repay the Debt in a Dungeon?,0.0,0.0,0.0
460780,Avadon 3: The Warborn,RPG,[],"0 .. 20,000",0,1999,Avadon 3: The Warborn,30.0,48.3,50.49
1304770,The Magister,RPG,[],"0 .. 20,000",0,1499,The Magister,5.72,9.22,45.52
1154120,Ilysia,RPG,[],"0 .. 20,000",0,1499,Ilysia,0.0,0.0,0.0
295590,Hero Generations,RPG,[],"0 .. 20,000",0,599,Hero Generations,0.0,0.0,0.0
865930,BQM - BlockQuest Maker-,RPG,[],"0 .. 20,000",0,999,,,,
733610,Tales of Winds: Tomb of the Sol Empire,RPG,[],"0 .. 20,000",0,0,Tales of Winds: Tomb of the Sol Empire,10.09,0.0,0.0
407880,Mad Nords: Probably an Epic Quest,RPG,[],"0 .. 20,000",0,599,Mad Nords: Probably an Epic Quest,0.0,8.1,9.5
1015020,记忆重构/Memories,RPG,[],"0 .. 20,000",0,199,,,,
1987480,勇者与亡灵之都,RPG,[],"0 .. 20,000",0,699,,,,
2107860,Yggdra Union,RPG,[],"0 .. 20,000",0,2499,Yggdra Union: We'll Never Fight Alone,26.21,43.69,72.83
1742360,Esports History,RPG,[],"0 .. 20,000",0,999,Esports History,5.78,6.0,7.05
606480,Flood of Light,RPG,[],"0 .. 20,000",0,399,Flood of Light,5.07,5.19,8.85
1788780,VenusBlood HOLLOW International,RPG,[],"0 .. 20,000",0,4499,VenusBlood HOLLOW International,0.0,50.0,0.0
2956280,花恋月依,RPG,[],"0 .. 20,000",0,1299,花恋月依,0.0,0.0,0.0
1658920,Crown Wars: The Black Prince,RPG,[],"0 .. 20,000",0,999,Crown Wars: The Black Prince,12.0,35.5,0.0
1148480,SPACERIFT: Arcanum System,RPG,[],"0 .. 20,000",0,1999,SPACERIFT: Arcanum System,0.0,0.0,0.0
397310,Looterkings,RPG,[],"0 .. 20,000",0,1799,Looterkings,0.0,0.0,0.0
1159090,Zoria: Age of Shattering,RPG,[],"0 .. 20,000",0,2499,Zoria: Age of Shattering,0.0,42.47,50.0
510540,Long Gone Days,RPG,[],"0 .. 20,000",0,2499,Long Gone Days,9.09,11.28,15.8
537990,Heroine Anthem Zero -Sacrifice-,RPG,[],"0 .. 20,000",0,999,,,,
698700,Rise of the Third Power,RPG,[],"0 .. 20,000",0,799,Rise of the Third Power,25.44,32.98,35.18
867490,Remyadry,RPG,[],"0 .. 20,000",0,999,Remyadry,0.0,0.0,0.0
2570810,Ys X: Nordics,RPG,[],"0 .. 20,000",0,5999,Ys X: Nordics,25.72,45.24,59.69
1109130,逝去的回忆3：四叶草之梦,RPG,[],"0 .. 20,000",0,999,,,,
1716310,AWAKEN - Astral Blade,RPG,[],"0 .. 20,000",0,1999,Awaken: Astral blade,10.0,13.48,15.09
3460840,Gloamvault,RPG,[],"0 .. 20,000",0,999,Gloamvault,1.5,0.0,27.17
3241490,下一个就是你,RPG,[],"0 .. 20,000",0,799,,,,
551620,Approaching Infinity,RPG,[],"0 .. 20,000",0,1799,Approaching Infinity,0.0,26.1,0.0
2799970,The Scarlet Chaos,RPG,[],"0 .. 20,000",0,599,,,,
685110,Metachromium,RPG,[],"0 .. 20,000",0,0,,,,
2145190,ENERGY SURVIVORS,RPG,[],"0 .. 20,000",0,299,,,,
2276110,Cush's Amazin' Adventure!!,RPG,[],"0 .. 20,000",0,99,,,,
2097770,"Slave Princess Finne, why did she sell out her own kingdom?",RPG,[],"0 .. 20,000",0,1799,,,,
1280370,Heavenworld,RPG,[],"0 .. 20,000",0,1199,Heavenworld,0.0,0.0,0.0
1847150,Touhou Genso Wanderer -FORESIGHT-,RPG,[],"0 .. 20,000",0,3499,Touhou Genso Wanderer -FORESIGHT-,0.0,50.5,0.0
2096310,Novastella Island,RPG,[],"0 .. 20,000",0,0,,,,
3584190,Three Sisters,RPG,[],"0 .. 20,000",0,599,Three Sisters,3.5,0.0,0.0
2440890,Nobody Nowhere,RPG,[],"0 .. 20,000",0,999,Nobody Nowhere,0.0,0.0,3.8
3245050,Hockey Super Squad,RPG,[],"0 .. 20,000",0,0,,,,
3090080,Killed by Love 99 Times,RPG,[],"0 .. 20,000",0,1299,,,,
2167660,Brisk Square,RPG,[],"0 .. 20,000",0,999,,,,
2416770,绛河之上 Under Supernova,RPG,[],"0 .. 20,000",0,799,,,,
401550,Legena: Union Tides,RPG,[],"0 .. 20,000",0,0,Legena: Union Tides,0.0,0.0,0.0
2791570,KUNKUNKUN,RPG,[],"0 .. 20,000",0,199,,,,
667120,iTownGamePlay UNIVERSE,RPG,[],"0 .. 20,000",0,0,ITownGamePlay UNIVERSE,0.0,0.0,0.0
751320,Echo,RPG,[],"0 .. 20,000",0,1499,Echo,10.17,26.28,44.17
2123380,MOBIUS BAND*,RPG,[],"0 .. 20,000",0,899,,,,
595090,Prevent The Fall,RPG,[],"0 .. 20,000",0,999,Prevent The Fall,0.0,0.0,0.0
1509450,Elysium Above 履云录,RPG,[],"0 .. 20,000",0,2499,,,,
354740,Echoes of Aetheria,RPG,[],"0 .. 20,000",0,1499,Echoes Of Aetheria,20.21,23.95,47.77
3554950,谜境·AI剧本杀互动剧场,RPG,[],"0 .. 20,000",0,99,,,,
3498390,Astroloot,RPG,[],"0 .. 20,000",0,699,Astroloot,0.0,0.0,0.0
3521320,Magicbook AutoBattler: Contract,RPG,[],"0 .. 20,000",0,999,,,,
2538910,夏末白夜,RPG,[],"0 .. 20,000",0,359,,,,
1419330,Horizon Odyssey,RPG,[],"0 .. 20,000",0,999,,,,
1180210,Super Rhythm Duel,RPG,[],"0 .. 20,000",0,99,,,,
786510,Oracle of Forgotten Testament,RPG,[],"0 .. 20,000",0,499,,,,
2298570,Elsia War,RPG,[],"0 .. 20,000",0,599,,,,
781590,三国游侠志,RPG,[],"0 .. 20,000",0,599,,,,
672590,Azure Saga: Pathfinder,RPG,[],"0 .. 20,000",0,1299,Azure Saga: Pathfinder,20.74,29.28,30.0
1268810,Doors of Insanity,RPG,[],"0 .. 20,000",0,0,Doors of Insanity,5.6,0.0,0.0
520820,Dawn's Light,RPG,[],"0 .. 20,000",0,0,Dawn's Light,0.0,0.0,26.0
1995680,Twilight bride :VORMSLEGEND,RPG,[],"0 .. 20,000",0,799,,,,
1523130,神启神落,RPG,[],"0 .. 20,000",0,99,,,,
1509790,The Other: Rosie's Road of Love,RPG,[],"0 .. 20,000",0,499,The Other: Rosie's Road of Love,0.0,7.88,0.0
911260,Dawn of the Breakers,RPG,[],"0 .. 20,000",0,0,Dawn of the Breakers,30.0,0.0,0.0
1414640,Early Quest,RPG,[],"0 .. 20,000",0,499,,,,
1755170,Coloring Pixel - Fantasy Characters,RPG,[],"0 .. 20,000",0,199,,,,
1101100,Chaos Dream: Retribution,RPG,[],"0 .. 20,000",0,99,,,,
1898630,Space Shrooms RollPlay,RPG,[],"0 .. 20,000",0,699,,,,
1502250,Dragonborne,RPG,[],"0 .. 20,000",0,0,Dragonborne,0.0,0.0,0.0
1554050,Ad Wars,RPG,[],"0 .. 20,000",0,499,Advance Wars,15.5,21.23,33.76
1019270,Strangers of the Power 3,RPG,[],"0 .. 20,000",0,499,,,,
1553360,王国英雄志 Kingdom and Hero,RPG,[],"0 .. 20,000",0,299,,,,
1969230,Tirsy's Tale,RPG,[],"0 .. 20,000",0,999,,,,
1238710,Wonderland Nights: White Rabbit's Diary,RPG,[],"0 .. 20,000",0,699,Wonderland Nights: White Rabbit's Diary,2.0,0.0,5.2
1975090,Fusion Nexus: Alchemic Evolution,RPG,[],"0 .. 20,000",0,199,,,,
2609420,The Mask behind the Dream,RPG,[],"0 .. 20,000",0,299,,,,
2648840,TotAL RPG,RPG,[],"0 .. 20,000",0,899,,,,
2659750,EOPN – Test RS,RPG,[],"0 .. 20,000",0,2999,,,,
2296080,Sector 598,RPG,[],"0 .. 20,000",0,999,,,,
2801790,DNA: Episode 2,RPG,[],"0 .. 20,000",0,299,,,,
2178310,盗墓密探,RPG,[],"0 .. 20,000",0,599,,,,
2869800,The Noob Adventures: Fool For Love,RPG,[],"0 .. 20,000",0,199,,,,
1699980,Daydream,RPG,[],"0 .. 20,000",0,1399,The Shame of a Daydreamer,0.0,6.7,0.0
1766180,Cards Matching Memory Game,RPG,[],"0 .. 20,000",0,199,,,,
1759580,Tower To Heaven,RPG,[],"0 .. 20,000",0,0,Tower To Heaven,0.0,0.0,0.0
1771930,Weird Cinema,RPG,[],"0 .. 20,000",0,899,,,,
3143730,Lazarus -Side Story of COMRADE FORCE-,RPG,[],"0 .. 20,000",0,499,,,,
2674760,Darklands: The Chapters,RPG,[],"0 .. 20,000",0,299,,,,
2094890,Walk with the Living 2,RPG,[],"0 .. 20,000",0,124,Walk with the Living 2,0.0,0.0,0.0
1397070,Back to the Scene,RPG,[],"0 .. 20,000",0,0,,,,
1989640,From Within,RPG,[],"0 .. 20,000",0,79,,,,
1411550,Divilixa,RPG,[],"0 .. 20,000",0,1499,Divilixa,0.0,0.0,0.0
2149900,The Moon Hell,RPG,[],"0 .. 20,000",0,1099,The Moon Hell,6.72,9.5,36.0
2736690,Void Sols,RPG,[],"0 .. 20,000",0,1499,Void Sols,5.69,12.0,13.0
2889100,The Catalyst Acolyte Tower Defense,RPG,[],"0 .. 20,000",0,499,,,,
3139530,中年失业模拟器2-When a man lose his job 2,RPG,[],"0 .. 20,000",0,599,,,,
2873110,Guardian's Guide,RPG,[],"0 .. 20,000",0,1999,Guardian's Guide,0.0,0.0,0.0
1182070,Majula Frontier: The Offense,RPG,[],"0 .. 20,000",0,0,,,,
2329490,Phantom Hunter,RPG,[],"0 .. 20,000",0,199,,,,
3509920,zombie tide incoming Rising,RPG,[],"0 .. 20,000",0,99,,,,
761040,Wolf Gang,RPG,[],"0 .. 20,000",0,399,Wolf's Gang,1.17,0.0,2.5
706350,Mari and the Black Tower,RPG,[],"0 .. 20,000",0,0,Mari and the Black Tower,0.0,0.0,26.11
1114910,Alone in the War,RPG,[],"0 .. 20,000",0,999,,,,
428200,Attack Heroes,RPG,[],"0 .. 20,000",0,999,Attack Heroes,0.0,0.0,20.0
1627040,학생들의 공포괴담 終 (Students' horrible stories FIN),RPG,[],"0 .. 20,000",0,799,,,,
1199800,The Winter's Deal - Frosty Edition,RPG,[],"0 .. 20,000",0,199,,,,
462440,ROKH,RPG,[],"0 .. 20,000",0,0,Rokh,0.0,0.0,0.0
1072110,Tartapolis,RPG,[],"0 .. 20,000",0,999,Tartapolis,0.0,0.0,0.0
752850,Choice of the Ninja,RPG,[],"0 .. 20,000",0,599,Choice of the Ninja,0.0,0.0,0.0
2166220,Students of Light Bonds - Typing RPG with Character Creation -,RPG,[],"0 .. 20,000",0,699,,,,
1206660,Monster Capture King,RPG,[],"0 .. 20,000",0,88,,,,
897760,PUT ANNA,RPG,[],"0 .. 20,000",0,99,,,,
671240,七个小矮人2 / Seven boys 2,RPG,[],"0 .. 20,000",0,399,,,,
1015530,Bonds of the Skies,RPG,[],"0 .. 20,000",0,649,Bonds of the Skies,9.33,11.41,13.83
438300,Shepherds of the Abyss,RPG,[],"0 .. 20,000",0,599,,,,
614050,Clumsy Knight 2,RPG,[],"0 .. 20,000",0,299,,,,
1338730,Paramount Hero,RPG,[],"0 .. 20,000",0,1499,,,,
